EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,Education,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
838,40,Female,Research & Development,Research Director,Medical,Single,Travel_Frequently,4,3,18,7,2,13
839,42,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,3,4,21,9,13,14
840,42,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,6,4,1,5
841,35,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,4,1,8,0,1,7
842,24,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,3,1,4,3,1,2
843,28,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,1,1,1,1,0,0
844,26,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,4,1,8,7,0,7
845,30,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,2,10,3,1,4
846,40,Female,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,2,2,1,1,0,0
847,35,Male,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Rarely,3,3,7,7,6,4
848,34,Male,Research & Development,Healthcare Representative,Medical,Single,Travel_Frequently,3,2,13,9,4,9
849,35,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Frequently,4,1,2,2,2,2
850,43,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,3,2,4,3,1,3
851,32,Female,Sales,Sales Representative,Life Sciences,Divorced,Non-Travel,1,1,1,0,0,0
852,56,Female,Research & Development,Manager,Technical Degree,Divorced,Travel_Rarely,4,5,5,2,4,2
853,29,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,1,1,10,8,0,8
854,19,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,2,1,1,1,0,0
855,45,Female,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,3,2,0,2
856,37,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,2,14,8,3,11
857,20,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3,1,2,2,1,2
858,44,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,1,6,4,0,2
859,53,Female,Research & Development,Manager,Medical,Divorced,Travel_Rarely,2,5,7,7,4,7
860,29,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1,1,5,4,1,3
861,22,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,4,1,0,0,0,0
862,46,Female,Sales,Manager,Marketing,Married,Travel_Rarely,3,4,26,15,15,9
863,44,Male,Research & Development,Research Scientist,Life Sciences,Single,Non-Travel,3,1,0,0,0,0
864,33,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,3,1,5,4,1,4
865,41,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Non-Travel,2,1,1,0,0,0
866,30,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,4,2,4,3,0,3
867,40,Male,Sales,Sales Executive,Medical,Married,Travel_Frequently,4,2,0,0,0,0
868,50,Female,Research & Development,Manager,Medical,Married,Travel_Frequently,3,4,2,2,2,2
869,28,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,4,1,6,5,3,3
870,46,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,2,5,4,2,0,3
871,35,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,4,2,7,7,1,7
872,24,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,2,1,1,0,0,0
873,33,Female,Sales,Sales Executive,Medical,Married,Travel_Frequently,3,2,10,7,0,1
874,36,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,4,1,7,7,1,7
875,30,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,4,2,10,7,8,9
876,44,Male,Research & Development,Research Scientist,Other,Single,Travel_Rarely,4,2,20,11,13,17
877,20,Male,Sales,Sales Representative,Marketing,Single,Travel_Rarely,3,1,2,1,2,2
878,46,Male,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,4,2,6,3,1,4
879,42,Male,Human Resources,Human Resources,Medical,Married,Non-Travel,5,2,4,3,0,3
880,60,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,11,7,1,9
881,32,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Frequently,3,1,2,2,2,2
882,32,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,2,2,8,7,0,7
883,36,Female,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,3,3,7,7,7,7
884,33,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,14,10,4,10
885,40,Female,Sales,Sales Executive,Technical Degree,Divorced,Travel_Rarely,3,2,5,1,1,3
886,25,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,4,2,4,3,1,1
887,30,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,11,9,5,7
888,42,Female,Research & Development,Research Director,Medical,Married,Travel_Frequently,5,3,1,0,0,0
889,35,Female,Sales,Sales Executive,Marketing,Married,Non-Travel,2,3,13,2,4,12
890,27,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,3,1,9,7,6,8
891,54,Female,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Frequently,4,3,5,4,1,4
892,44,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1,1,10,5,7,7
893,19,Female,Research & Development,Research Scientist,Medical,Single,Non-Travel,3,1,1,1,0,0
894,29,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,3,1,3,2,1,2
895,54,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,4,10,9,0,9
896,31,Male,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,2,2,6,5,0,1
897,31,Female,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,3,2,10,9,1,8
898,59,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,3,2,6,1,0,5
899,43,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,5,8,7,0,7
900,49,Male,Research & Development,Manager,Medical,Married,Travel_Rarely,2,5,1,0,0,0
901,36,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Frequently,3,1,11,10,0,7
902,48,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,2,1,1,0,0,0
903,27,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,2,1,5,3,0,3
904,29,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Rarely,3,2,6,0,1,0
905,48,Male,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,3,5,1,0,0,0
906,29,Female,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,3,4,7,7,1,7
907,34,Female,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,3,1,1,0,0,0
908,44,Male,Sales,Manager,Marketing,Married,Travel_Rarely,3,5,22,9,3,10
909,33,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,5,3,9,8,0,8
910,19,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,1
911,23,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,1,0,0,1
912,25,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,1,1,1,0,1,0
913,26,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,2,1,8,5,2,2
914,45,Female,Sales,Manager,Marketing,Single,Travel_Rarely,3,5,24,10,1,11
915,55,Male,Research & Development,Healthcare Representative,Medical,Divorced,Non-Travel,1,4,33,9,15,0
916,21,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Frequently,2,1,2,2,2,2
917,46,Female,Sales,Manager,Marketing,Married,Travel_Rarely,2,5,11,4,0,8
918,34,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,3,2,3,2,0,2
919,51,Male,Sales,Manager,Life Sciences,Divorced,Travel_Frequently,3,5,29,10,11,10
920,59,Male,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,4,3,9,7,5,4
921,34,Female,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Frequently,3,2,11,8,5,10
922,28,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,4,1,4,2,0,2
923,44,Male,Research & Development,Manager,Life Sciences,Divorced,Travel_Rarely,2,5,25,9,14,13
924,34,Male,Human Resources,Human Resources,Life Sciences,Married,Travel_Frequently,3,2,10,9,1,8
925,35,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1,1,3,2,2,2
926,42,Female,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,4,2,1,0,0,0
927,43,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,3,21,7,15,17
928,36,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,4,2,16,14,5,12
929,44,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,3,3,10,7,0,5
930,28,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,3,1,2,2,2,2
931,51,Female,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,2,1,7,0,7,7
932,30,Female,Research & Development,Manufacturing Director,Medical,Single,Non-Travel,2,2,8,4,1,7
933,29,Female,Research & Development,Laboratory Technician,Technical Degree,Divorced,Travel_Rarely,3,1,7,7,7,7
934,28,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,3,1,3,2,1,2
935,25,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,3,1,2,2,2,1
936,32,Male,Sales,Sales Executive,Medical,Married,Travel_Rarely,3,2,10,7,0,8
937,45,Female,Research & Development,Manager,Medical,Single,Travel_Frequently,3,5,0,0,0,0
938,39,Female,Research & Development,Manager,Medical,Divorced,Travel_Rarely,4,4,19,9,15,2
939,58,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,4,1,2,2,2,2
940,32,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,2,2,10,4,1,1
941,39,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,3,1,5,2,0,3
942,30,Female,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,3,2,9,2,6,7
943,36,Female,Research & Development,Healthcare Representative,Technical Degree,Married,Travel_Rarely,4,3,7,7,1,7
944,46,Female,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,2,1,7,6,5,7
945,28,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,3,2,9,8,7,5
946,50,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,4,3,2,1,2
947,40,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,3,5,4,1,0
948,52,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,3,3,8,7,7,7
949,30,Female,Research & Development,Manager,Medical,Married,Travel_Rarely,4,3,9,1,0,8
950,39,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,2,2,8,7,1,7
951,31,Female,Sales,Sales Executive,Life Sciences,Divorced,Non-Travel,4,3,10,8,9,6
952,41,Male,Sales,Sales Executive,Medical,Single,Non-Travel,2,2,19,2,11,9
953,31,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,3,1,3,2,2,2
954,44,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,3,2,1,2
955,42,Male,Research & Development,Manager,Life Sciences,Married,Non-Travel,1,4,20,8,2,10
956,55,Female,Research & Development,Manager,Medical,Married,Travel_Rarely,2,5,19,9,9,11
957,56,Male,Human Resources,Manager,Life Sciences,Single,Travel_Rarely,4,5,7,3,7,7
958,40,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Non-Travel,2,1,4,2,0,0
959,34,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Rarely,3,3,9,7,1,6
960,40,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,2,9,8,8,8
961,41,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Frequently,3,2,9,3,1,7
962,35,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,4,2,9,6,1,1
963,51,Male,Human Resources,Manager,Life Sciences,Divorced,Travel_Rarely,3,4,33,9,0,10
964,38,Female,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,2,2,7,7,1,7
965,34,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,2,2,10,8,9,6
966,25,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,1,1,3,2,1,2
967,58,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,4,3,10,9,5,9
968,40,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,1,4,2,0,3
969,36,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,3,2,15,7,6,13
970,48,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,3,10,9,0,8
971,27,Female,Sales,Sales Representative,Medical,Married,Travel_Rarely,3,1,1,0,0,0
972,51,Female,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,2,4,5,2,0,3
973,18,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Non-Travel,3,1,0,0,0,0
974,35,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,2,9,7,0,0
975,27,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,1,2,6,2,0,0
976,55,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,4,19,7,3,8
977,56,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,4,19,16,15,9
978,34,Female,Research & Development,Research Scientist,Technical Degree,Divorced,Non-Travel,1,1,5,4,0,0
979,40,Female,Research & Development,Healthcare Representative,Medical,Divorced,Travel_Rarely,1,2,12,11,11,8
980,34,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,2,8,7,7,7
981,31,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,3,1,1,0,0,0
982,35,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,4,2,4,2,3,2
983,38,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,3,1,4,2,0,3
984,34,Female,Research & Development,Healthcare Representative,Technical Degree,Single,Travel_Rarely,4,2,14,11,4,11
985,28,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,3,2,5,3,0,4
986,31,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,4,2,10,2,6,7
987,39,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,4,2,5,4,1,4
988,51,Male,Sales,Sales Executive,Marketing,Married,Travel_Frequently,3,3,4,2,3,2
989,41,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,3,2,6,2,3,3
990,37,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1,1,6,4,1,3
991,33,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,1,2,5,4,1,2
992,32,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,1,2,3,2,1,2
993,39,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Non-Travel,2,3,6,4,0,5
994,25,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,2,3,2,1,2
995,52,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,2,4,5,3,0,2
996,43,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,3,2,20,7,1,8
997,27,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,2,6,2,4,4
998,27,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,1,8,2,7,7
999,26,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,4,3,1,1
1000,42,Female,Human Resources,Manager,Human Resources,Married,Travel_Rarely,3,4,20,7,0,9
1001,52,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,4,1,5,4,0,4
1002,37,Female,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,3,1,3,2,0,2
1003,35,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Frequently,2,3,2,2,2,2
1004,25,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,3,1,3,2,0,2
1005,26,Male,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,3,1,7,7,0,7
1006,29,Male,Human Resources,Human Resources,Other,Single,Travel_Rarely,3,3,10,9,0,9
1007,49,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Frequently,2,2,4,3,1,3
1008,29,Female,Research & Development,Healthcare Representative,Other,Single,Travel_Frequently,1,3,8,7,7,7
1009,54,Female,Research & Development,Research Director,Medical,Single,Travel_Rarely,3,4,20,7,12,7
1010,58,Female,Research & Development,Research Director,Medical,Married,Travel_Rarely,3,5,9,8,1,5
1011,55,Male,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,4,4,7,7,0,0
1012,36,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,5,4,0,1
1013,31,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Frequently,4,1,1,0,0,0
1014,30,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,3,2,0,2
1015,31,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,5,4,3,2,1,0
1016,34,Male,Research & Development,Research Scientist,Other,Divorced,Travel_Frequently,4,1,4,3,1,3
1017,31,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,0
1018,27,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,1,1,5,0,1,4
1019,36,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,4,2,10,4,1,8
1020,36,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,4,2,3,2,0,2
1021,47,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,3,1,6,5,1,2
1022,25,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,2,1,3,2,2,2
1023,37,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Non-Travel,2,1,6,5,1,3
1024,56,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,3,2,1,0
1025,47,Female,Research & Development,Research Director,Medical,Married,Travel_Rarely,4,4,20,17,5,6
1026,24,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,1,2,5,4,0,3
1027,32,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,5,2,4,3,0,3
1028,34,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,5,4,0,2
1029,41,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,5,1,4,2,0,3
1030,40,Male,Research & Development,Laboratory Technician,Other,Divorced,Non-Travel,4,2,8,7,0,7
1031,31,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,2,3,13,7,9,9
1032,46,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,3,3,7,7,4,3
1033,39,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Non-Travel,3,1,1,0,0,0
1034,31,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Frequently,5,3,10,8,4,7
1035,45,Male,Research & Development,Healthcare Representative,Medical,Divorced,Travel_Rarely,3,3,7,7,0,7
1036,31,Female,Human Resources,Human Resources,Medical,Single,Travel_Rarely,2,1,3,2,0,2
1037,31,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,3,1,2,2,2,2
1038,45,Male,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,3,3,3,1,1,2
1039,48,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,3,2,2,2,2,2
1040,34,Female,Human Resources,Human Resources,Technical Degree,Married,Travel_Rarely,4,1,2,2,2,2
1041,40,Male,Research & Development,Research Director,Medical,Divorced,Non-Travel,1,3,9,8,4,8
1042,28,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,3,2,5,4,1,3
1043,44,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Non-Travel,3,1,5,2,0,3
1044,53,Male,Research & Development,Research Director,Medical,Single,Travel_Rarely,3,4,9,8,8,8
1045,49,Male,Research & Development,Healthcare Representative,Technical Degree,Married,Travel_Rarely,4,2,3,2,1,2
1046,40,Male,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,3,1,3,1,1,2
1047,44,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,5,2,1,3
1048,33,Male,Sales,Sales Executive,Medical,Married,Travel_Frequently,3,2,4,3,0,3
1049,34,Male,Sales,Sales Executive,Other,Single,Travel_Rarely,3,2,13,9,3,12
1050,30,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,2,2,1,2,2
1051,42,Female,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,2,1,12,9,5,8
1052,44,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,5,2,1,0,0,0
1053,30,Male,Research & Development,Research Scientist,Technical Degree,Divorced,Non-Travel,3,1,1,0,0,0
1054,57,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,2,12,9,2,8
1055,49,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Rarely,4,3,8,7,0,7
1056,34,Male,Research & Development,Research Director,Medical,Divorced,Travel_Frequently,3,4,14,8,6,9
1057,28,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Frequently,3,1,3,2,1,2
1058,29,Female,Sales,Sales Executive,Technical Degree,Single,Travel_Frequently,3,2,5,3,0,0
1059,34,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,4,2,15,9,10,10
1060,35,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,1,1,1,0,0,0
1061,24,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,3,1,0,0,0,0
1062,24,Female,Sales,Sales Representative,Life Sciences,Married,Non-Travel,2,1,1,0,0,0
1063,44,Male,Research & Development,Manufacturing Director,Medical,Single,Travel_Frequently,1,3,2,2,2,2
1064,29,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,3,2,10,7,0,4
1065,30,Male,Human Resources,Human Resources,Life Sciences,Divorced,Travel_Rarely,3,1,5,3,1,3
1066,55,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,4,2,3,2,1,2
1067,33,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,4,1,5,4,0,2
1068,47,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,3,2,5,4,1,2
1069,28,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,2,1,0,0,0,0
1070,28,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,3,1,1,0,0,0
1071,28,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,3,2,4,2,1,3
1072,49,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,2,2,3,2,1,2
1073,29,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,1,1,3,2,0,2
1074,28,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,1,2,8,6,1,7
1075,33,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,5,2,0,0,0,0
1076,32,Male,Research & Development,Manager,Medical,Single,Travel_Rarely,3,3,5,2,0,0
1077,54,Female,Research & Development,Manager,Medical,Divorced,Travel_Frequently,4,4,14,9,1,12
1078,29,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,4,1,9,7,0,7
1079,44,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,4,20,6,14,17
1080,39,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,3,2,0,2,2
1081,46,Female,Sales,Manager,Life Sciences,Married,Travel_Rarely,3,4,13,12,5,1
1082,35,Female,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,3,3,11,8,3,3
1083,23,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,1,2,4,3,1,2
1084,40,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,4,1,5,4,1,0
1085,34,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,3,3,10,9,8,6
1086,31,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,3,1,7,2,7,7
1087,50,Male,Research & Development,Research Director,Medical,Single,Travel_Frequently,5,4,32,6,13,9
1088,34,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,2,1,11,10,5,7
1089,42,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,1,1,0,0,0
1090,37,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,2,10,8,3,7
1091,29,Female,Research & Development,Healthcare Representative,Other,Married,Travel_Rarely,1,2,7,7,0,7
1092,33,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,2,5,3,0,2
1093,45,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,3,1,5,4,0,3
1094,42,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Frequently,3,3,20,8,13,9
1095,40,Male,Sales,Sales Executive,Medical,Married,Travel_Rarely,2,2,8,4,7,1
1096,33,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,2,15,14,5,7
1097,40,Male,Human Resources,Manager,Medical,Single,Travel_Rarely,2,4,21,7,7,7
1098,24,Male,Research & Development,Laboratory Technician,Technical Degree,Divorced,Travel_Rarely,2,1,1,1,0,0
1099,40,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Non-Travel,2,2,2,2,2,2
1100,45,Male,Research & Development,Healthcare Representative,Technical Degree,Divorced,Travel_Rarely,4,3,10,8,7,7
1101,35,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,4,1,5,3,4,2
1102,32,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,2,7,1,2,5
1103,36,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,4,1,3,2,1,2
1104,48,Female,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,4,2,8,7,7,7
1105,29,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,3,1,1,0,0,0
1106,33,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,4,2,2,2,2,2
1107,30,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,3,2,10,8,6,7
1108,38,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Frequently,4,2,6,3,1,2
1109,35,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,3,1,3,0,1,2
1110,30,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,4,3,4,2,1,3
1111,35,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,3,1,1,0,0,0
1112,53,Female,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,5,3,33,7,1,9
1113,38,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,3,2,5,2,1,4
1114,32,Male,Research & Development,Research Scientist,Technical Degree,Married,Non-Travel,4,2,6,5,1,2
